source_gpx_basename,track_name,activity_titles,mountain_names_in_track_or_title,csv_mountain_nos_matched_by_name,csv_mountain_names_matched_by_name,summit_candidate_count_for_gpx,summit_candidate_ids_for_gpx,assigned_mountain_nos_using_gpx,assigned_mountain_names_using_gpx,coverage_status,diagnostic_note
yamap_2024-12-01_06_40.gpx,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山,唐谷山・天狗森・木峰・金見山・高丸・五郎丸・大谷山・龍王山;城山,城山;城山;五郎丸;高丸;金見山;木峰;天狗森;唐谷山;龍王山;大谷山;城山,41;279;331;332;333;334;335;336;337;338;339,城山;城山;五郎丸;高丸;金見山;木峰;天狗森;唐谷山;龍王山;大谷山;城山,4,summit-candidate:edac81b361bdc70c;summit-candidate:c8607e1f03bb5db1;summit-candidate:9cc74b44e1289236;summit-candidate:32c1cf967ab82dbe,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (4) is less than named peaks (11).
yamap_2024-12-08_06_59.gpx,本尊山・秋葉山・立烏帽子山・明神山,本尊山・秋葉山・立烏帽子山・明神山,明神山;本尊山;秋葉山;立烏帽子山;明神山;秋葉山,55;340;341;342;343;511,明神山;本尊山;秋葉山;立烏帽子山;明神山;秋葉山,3,summit-candidate:f12898f5821b63b8;summit-candidate:23316af255d30882;summit-candidate:0bd3d051cdb972fd,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (3) is less than named peaks (6).
yamap_2024-12-15_07_21.gpx,陣が森・岩が森・スクモ塚・高萩山・長者森,陣が森・岩が森・スクモ塚・高萩山・長者森,陣が森;岩が森;スクモ塚;高萩山;長者森,344;345;346;347;348,陣が森;岩が森;スクモ塚;高萩山;長者森,5,summit-candidate:6b0155a434d72d79;summit-candidate:c195c34fb7e38d7a;summit-candidate:d8270fc572efc0b2;summit-candidate:f0a03b36c279ddd3;summit-candidate:bcc05b721653749f,,,candidate_count_matches_named_peaks,Candidate count (5) matches the number of named peaks in track/title.
yamap_2024-12-22_06_34.gpx,八倉山・行道山・水晶ヶ森,八倉山・行道山・水晶ヶ森;笹ヶ平山,八倉山;行道山;水晶ヶ森;笹ヶ平山,349;350;351;352,八倉山;行道山;水晶ヶ森;笹ヶ平山,2,summit-candidate:4973965873779cdc;summit-candidate:cfd366be872f9534,350,行道山,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (4).
yamap_2024-12-22_10_25.gpx,笹ヶ平山,笹ヶ平山;八倉山・行道山・水晶ヶ森,八倉山;行道山;水晶ヶ森;笹ヶ平山,349;350;351;352,八倉山;行道山;水晶ヶ森;笹ヶ平山,1,summit-candidate:4416099ca0f9da08,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2025-01-03_07_19.gpx,壺神山・滝山・足山・皿が森,壺神山・滝山・足山・皿が森,壺神山;滝山;足山;皿が森,353;354;355;356,壺神山;滝山;足山;皿が森,5,summit-candidate:c58c0ba7145621b9;summit-candidate:38105da918da8262;summit-candidate:9306f5a7fe249a15;summit-candidate:0048d4d3a7981b80;summit-candidate:4db5b3ffd85092bf,,,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (5) exceeds named peaks (4).
yamap_2025-01-11_08_43.gpx,尉之山・小山岳,尉之山・小山岳;勝山,勝山;尉之山;小山岳;勝山,95;357;358;359,勝山;尉之山;小山岳;勝山,2,summit-candidate:12f30719aca26806;summit-candidate:7749b785ef007c1a,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (4).
yamap_2025-01-11_11_51.gpx,勝山,勝山;尉之山・小山岳,勝山;尉之山;小山岳;勝山,95;357;358;359,勝山;尉之山;小山岳;勝山,1,summit-candidate:2b833dfb6f3f84c1,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2025-01-24_13_34.gpx,御篠山・松葉山（松葉城址）・烏殿,御篠山・松葉山（松葉城址）・烏殿,松葉山（松葉城址）;烏殿;御篠山,360;361;362,松葉山（松葉城址）;烏殿;御篠山,3,summit-candidate:2c1cbc474e49f1ec;summit-candidate:7a59a4750a70552c;summit-candidate:d71483d289d0c575,,,candidate_count_matches_named_peaks,Candidate count (3) matches the number of named peaks in track/title.
yamap_2025-01-26_07_09.gpx,天が森・浄心山・銅が鳴,天が森・浄心山・銅が鳴,天が森;浄心山;銅が鳴,363;364;365,天が森;浄心山;銅が鳴,2,summit-candidate:37c3a34c16599379;summit-candidate:090f7fa4be89ec5e,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (3).
yamap_2025-01-30_06_55.gpx,弥八山,弥八山;西の山;北山;垣生山;金子山;八堂山,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,186;366;367;368;369;370;371,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,1,summit-candidate:0cc40babcd0ce6bf,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 7 peaks. Severe peak merging occurred.
yamap_2025-01-30_08_48.gpx,西の山,西の山;弥八山;北山;垣生山;金子山;八堂山,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,186;366;367;368;369;370;371,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,1,summit-candidate:a14a745323a3d3af,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 7 peaks. Severe peak merging occurred.
yamap_2025-01-30_10_12.gpx,北山,北山;弥八山;西の山;垣生山;金子山;八堂山,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,186;366;367;368;369;370;371,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,1,summit-candidate:8cef52d6989a94db,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 7 peaks. Severe peak merging occurred.
yamap_2025-01-30_12_21.gpx,垣生山,垣生山;弥八山;西の山;北山;金子山;八堂山,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,186;366;367;368;369;370;371,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,1,summit-candidate:6c20bef6dc4e973b,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 7 peaks. Severe peak merging occurred.
yamap_2025-01-30_13_18.gpx,金子山,金子山;弥八山;西の山;北山;垣生山;八堂山,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,186;366;367;368;369;370;371,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,1,summit-candidate:3c1e55e6cc05c0ad,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 7 peaks. Severe peak merging occurred.
yamap_2025-01-30_14_42.gpx,八堂山,八堂山;弥八山;西の山;北山;垣生山;金子山,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,186;366;367;368;369;370;371,垣生山;弥八山;西の山;北山;垣生山;金子山;八堂山,1,summit-candidate:bf9808bbf86d5d73,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 7 peaks. Severe peak merging occurred.
yamap_2025-02-09_08_01.gpx,念仏山,念仏山;カレイ山;大頭山;高取山;八幡山,カレイ山;念仏山;大頭山;高取山;八幡山,373;374;375;376;377,カレイ山;念仏山;大頭山;高取山;八幡山,1,summit-candidate:110345ef4fb31191,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 5 peaks. Severe peak merging occurred.
yamap_2025-02-09_09_27.gpx,大頭山,大頭山;カレイ山;念仏山;高取山;八幡山,カレイ山;念仏山;大頭山;高取山;八幡山,373;374;375;376;377,カレイ山;念仏山;大頭山;高取山;八幡山,1,summit-candidate:afc2e407c1d6b464,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 5 peaks. Severe peak merging occurred.
yamap_2025-02-09_11_27.gpx,高取山,高取山;カレイ山;念仏山;大頭山;八幡山,カレイ山;念仏山;大頭山;高取山;八幡山,373;374;375;376;377,カレイ山;念仏山;大頭山;高取山;八幡山,1,summit-candidate:86e4db352b85ced4,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 5 peaks. Severe peak merging occurred.
yamap_2025-02-09_12_21.gpx,八幡山,八幡山;カレイ山;念仏山;大頭山;高取山,カレイ山;念仏山;大頭山;高取山;八幡山,373;374;375;376;377,カレイ山;念仏山;大頭山;高取山;八幡山,1,summit-candidate:b9ae103da9e3136b,376,高取山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 5 peaks. Severe peak merging occurred.
yamap_2025-02-11_08_43.gpx,要害山,要害山;高穴山;高仙山,要害山;高穴山;高仙山,378;379;380,要害山;高穴山;高仙山,1,summit-candidate:0005c0040c7c7966,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-02-11_09_46.gpx,高穴山,高穴山;要害山;高仙山,要害山;高穴山;高仙山,378;379;380,要害山;高穴山;高仙山,1,summit-candidate:a0b87feaf88e526d,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-02-11_13_28.gpx,高仙山,高仙山;要害山;高穴山,要害山;高穴山;高仙山,378;379;380,要害山;高穴山;高仙山,1,summit-candidate:3807e62715de33f9,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-02-24_07_30.gpx,無宗天山,無宗天山;若いもん山;霊仙山,霊仙山;若いもん山;無宗天山,381;382;383,霊仙山;若いもん山;無宗天山,1,summit-candidate:0f09bdcc25daff65,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-02-24_10_12.gpx,霊仙山,霊仙山;無宗天山;若いもん山,霊仙山;若いもん山;無宗天山,381;382;383,霊仙山;若いもん山;無宗天山,1,summit-candidate:47b61397fb9c5d3f,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-02-28_07_34.gpx,綱付山・幻城上城,綱付山・幻城上城;幻城下城,綱付山;幻城上城;幻城下城,384;385;386,綱付山;幻城上城;幻城下城,2,summit-candidate:f19fd681c4c84753;summit-candidate:e4f762179d85915d,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (3).
yamap_2025-02-28_10_24.gpx,幻城下城,幻城下城;綱付山・幻城上城,綱付山;幻城上城;幻城下城,384;385;386,綱付山;幻城上城;幻城下城,1,summit-candidate:2129bbc9c3950a91,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-03-10_08_18.gpx,姫政山,姫政山;館山,姫政山;館山,388;389,姫政山;館山,1,summit-candidate:d456af62868c5044,375,大頭山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2025-03-10_10_25.gpx,館山,館山;姫政山,姫政山;館山,388;389,姫政山;館山,1,summit-candidate:6b836f5beefdd52c,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2025-03-17_13_17.gpx,高森山,高森山;大登山,高森山;高森;高森山;大登山;高森山;高森山,3;245;390;391;459;467,高森山;高森;高森山;大登山;高森山;高森山,1,summit-candidate:682d61b87016166b,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 6 peaks. Severe peak merging occurred.
yamap_2025-03-17_14_08.gpx,大登山,大登山;高森山,高森山;高森;高森山;大登山;高森山;高森山,3;245;390;391;459;467,高森山;高森;高森山;大登山;高森山;高森山,1,summit-candidate:230b9847a05c8052,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 6 peaks. Severe peak merging occurred.
yamap_2025-03-20_08_27.gpx,高山・大里山・泰ノ山,高山・大里山・泰ノ山,高山;高山;高山;泰ノ山;大里山,29;170;392;393;394,高山;高山;高山;泰ノ山;大里山,4,summit-candidate:8ff6361109e5ed5c;summit-candidate:fe8f624bdaa57afd;summit-candidate:c9aa57cdeb1b49fa;summit-candidate:98457196a66e294d,392,高山,candidate_count_less_than_named_peaks,Under-detection: candidate count (4) is less than named peaks (5).
yamap_2025-03-23_11_12.gpx,北ヶ森・高土の峰,北ヶ森・高土の峰,北ヶ森;高土の峰,395;396,北ヶ森;高土の峰,1,summit-candidate:dedadc05e5f6d5d5,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2025-03-30_07_01.gpx,竜王山,竜王山;岳山;一ヶ森;愛の森;京の森・大迫山,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,397;398;399;400;401;402,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,1,summit-candidate:62d2811f5d1a9f29,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 6 peaks. Severe peak merging occurred.
yamap_2025-03-30_08_20.gpx,岳山,岳山;竜王山;一ヶ森;愛の森;京の森・大迫山,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,397;398;399;400;401;402,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,1,summit-candidate:b02ff952b74ca472,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 6 peaks. Severe peak merging occurred.
yamap_2025-03-30_09_12.gpx,一ヶ森,一ヶ森;竜王山;岳山;愛の森;京の森・大迫山,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,397;398;399;400;401;402,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,1,summit-candidate:5f3f2f47d84464c4,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 6 peaks. Severe peak merging occurred.
yamap_2025-03-30_12_56.gpx,京の森・大迫山,京の森・大迫山;竜王山;岳山;一ヶ森;愛の森,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,397;398;399;400;401;402,竜王山;岳山;一ヶ森;愛の森;京の森;大迫山,1,summit-candidate:13aa9354da4eb6d6,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 6 peaks. Severe peak merging occurred.
yamap_2025-04-09_06_48.gpx,新谷神南山・五十崎神南山,新谷神南山・五十崎神南山,新谷神南山;五十崎神南山,406;407,新谷神南山;五十崎神南山,2,summit-candidate:6342f0069cd164e8;summit-candidate:49147712961a83be,,,candidate_count_matches_named_peaks,Candidate count (2) matches the number of named peaks in track/title.
yamap_2025-04-19_07_10.gpx,小屋山・丸石山,小屋山・丸石山,小屋山;丸石山,409;410,小屋山;丸石山,4,summit-candidate:0cc9c1186612ceaa;summit-candidate:422a9e74717ca96d;summit-candidate:1f61c36c208539fd;summit-candidate:01f601a63b1874f6,,,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (4) exceeds named peaks (2).
yamap_2025-04-27_06_23.gpx,野地峰・黒岩山・大野山,野地峰・黒岩山・大野山,野地峰;黒岩山;大野山;大野山,411;412;413;513,野地峰;黒岩山;大野山;大野山,4,summit-candidate:17a471cc45af2c05;summit-candidate:e93bba1998d4efb5;summit-candidate:53bf856dccad5eab;summit-candidate:8326f30918c16cbe,,,candidate_count_matches_named_peaks,Candidate count (4) matches the number of named peaks in track/title.
yamap_2025-06-21_08_53.gpx,貝渚山・水なし山,貝渚山・水なし山,水なし山;貝渚山,414;415,水なし山;貝渚山,1,summit-candidate:403c0894babcf279,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2025-07-06_07_10.gpx,谷崎山,谷崎山;東黒森;伊吹山,谷崎山;東黒森;伊吹山,416;417;418,谷崎山;東黒森;伊吹山,1,summit-candidate:0d157ed871f76807,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-07-06_09_43.gpx,東黒森,東黒森;谷崎山;伊吹山,谷崎山;東黒森;伊吹山,416;417;418,谷崎山;東黒森;伊吹山,1,summit-candidate:20f1c44b99e3d708,417,東黒森,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-07-06_12_03.gpx,伊吹山,伊吹山;谷崎山;東黒森,谷崎山;東黒森;伊吹山,416;417;418,谷崎山;東黒森;伊吹山,1,summit-candidate:e79e77da4bfd1f13,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2025-08-15_09_21.gpx,天狗ノ森 ,天狗ノ森;小牛城;五段城;正木ノ森,小牛城;正木ノ森;五段城;天狗ノ森,419;420;421;422,小牛城;正木ノ森;五段城;天狗ノ森,1,summit-candidate:54dc6f5d29d60052,422,天狗ノ森,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2025-08-15_10_51.gpx,小牛城,小牛城;天狗ノ森;五段城;正木ノ森,小牛城;正木ノ森;五段城;天狗ノ森,419;420;421;422,小牛城;正木ノ森;五段城;天狗ノ森,1,summit-candidate:ba78489e4d448645,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2025-08-15_11_47.gpx,五段城,五段城;天狗ノ森;小牛城;正木ノ森,小牛城;正木ノ森;五段城;天狗ノ森,419;420;421;422,小牛城;正木ノ森;五段城;天狗ノ森,1,summit-candidate:00dfcd8bd36a1f00,415,貝渚山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2025-08-15_12_44.gpx,正木ノ森,正木ノ森;天狗ノ森;小牛城;五段城,小牛城;正木ノ森;五段城;天狗ノ森,419;420;421;422,小牛城;正木ノ森;五段城;天狗ノ森,1,summit-candidate:1c085703f9a891aa,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 4 peaks. Severe peak merging occurred.
yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,鶴ノ子ノ頭・石鎚山,石鎚山;鶴ノ子ノ頭,234;423,石鎚山;鶴ノ子ノ頭,2,summit-candidate:65906dbbd6e5b747;summit-candidate:19713e48698f3e2a,427,剣山,candidate_count_matches_named_peaks,Candidate count (2) matches the number of named peaks in track/title.
yamap_2025-09-21_08_53.gpx,前社ヶ森・剣山・黒川山,前社ヶ森・剣山・黒川山,黒川山;前社ヶ森;剣山,425;426;427,黒川山;前社ヶ森;剣山,4,summit-candidate:109bc31ba8b3aa15;summit-candidate:ee632dd427dbb1ff;summit-candidate:6b97922a3935a9a5;summit-candidate:56e8244e578a141a,,,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (4) exceeds named peaks (3).
yamap_2025-09-27_06_52.gpx,東光森山・別子山,東光森山・別子山,東光森山;別子山,428;429,東光森山;別子山,4,summit-candidate:4b66146264e5e167;summit-candidate:6358c7fb40ce841e;summit-candidate:accbb6cf4fee8a2f;summit-candidate:69652a1c97f3b2eb,431;439,大座礼山;天満山,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (4) exceeds named peaks (2).
yamap_2025-10-05_08_42.gpx,三ッ森山・大座礼山,三ッ森山・大座礼山,三ッ森山;大座礼山,430;431,三ッ森山;大座礼山,4,summit-candidate:2666cead0a841bbb;summit-candidate:8f124a2a1de32654;summit-candidate:b2662116bd1858b6;summit-candidate:20557338e1ab5de6,429,別子山,candidate_count_greater_than_named_peaks,Over-detection or secondary features: candidate count (4) exceeds named peaks (2).
yamap_2025-10-11_06_24.gpx,大森山・佐々連尾山・三つ足山,大森山・佐々連尾山・三つ足山,大森山;三つ足山;大森山;佐々連尾山;大森山;大森山,196;432;433;434;466;501,大森山;三つ足山;大森山;佐々連尾山;大森山;大森山,2,summit-candidate:565ba3761956d9b3;summit-candidate:a80dd0489247a839,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (6).
yamap_2025-10-23_15_58.gpx,大峰,大峰;堂堂山,大峰;堂堂山,436;437,大峰;堂堂山,1,summit-candidate:1946316119cd7251,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2025-10-23_16_38.gpx,堂堂山,堂堂山;大峰,大峰;堂堂山,436;437,大峰;堂堂山,1,summit-candidate:f3bf8b21a01f29ef,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2025-12-06_08_06.gpx,霧立山・地蔵山,霧立山・地蔵山,霧立山;地蔵山,440;441,霧立山;地蔵山,2,summit-candidate:b319c20dc9ecb5f1;summit-candidate:9fe4d21715424f17,,,candidate_count_matches_named_peaks,Candidate count (2) matches the number of named peaks in track/title.
yamap_2025-12-14_08_56.gpx,梁瀬山・紅葉山,梁瀬山・紅葉山;根太山,根太山;紅葉山;梁瀬山,443;444;445,根太山;紅葉山;梁瀬山,2,summit-candidate:d663a75e24f23530;summit-candidate:6b62cbb916ef874d,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (3).
yamap_2025-12-14_12_03.gpx,根太山,根太山;梁瀬山・紅葉山,根太山;紅葉山;梁瀬山,443;444;445,根太山;紅葉山;梁瀬山,1,summit-candidate:b1bd2a482a691bd8,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-01-04_08_20.gpx,雨森山,雨森山;峠ヶ森,峠ヶ森;雨森山,447;448,峠ヶ森;雨森山,1,summit-candidate:730e21bca5cdf60d,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-01-04_11_16.gpx,峠ヶ森,峠ヶ森;雨森山,峠ヶ森;雨森山,447;448,峠ヶ森;雨森山,1,summit-candidate:e7b64a377534c79e,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-01-07_07_05.gpx,御在所山,御在所山;高雄山,御在所山;御在所山;高雄山,73;449;450,御在所山;御在所山;高雄山,1,summit-candidate:17c3649ad9b147ce,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-01-07_09_14.gpx,高雄山,高雄山;御在所山,御在所山;御在所山;高雄山,73;449;450,御在所山;御在所山;高雄山,1,summit-candidate:a271a6c73ad11b69,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-01-11_07_50.gpx,黒岩岳,黒岩岳;陣が森岳,陣が森;陣が森岳;黒岩岳,344;451;452,陣が森;陣が森岳;黒岩岳,1,summit-candidate:61304308f9a58d0d,341;343,秋葉山;明神山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-01-11_10_38.gpx,陣が森岳,陣が森岳;黒岩岳,陣が森;陣が森岳;黒岩岳,344;451;452,陣が森;陣が森岳;黒岩岳,1,summit-candidate:1fd59e0e67624706,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-01-18_06_03.gpx,大判山,大判山;竜王の峰,大判山;竜王の峰,453;454,大判山;竜王の峰,1,summit-candidate:fa9a4432fbf76027,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-01-18_09_11.gpx,竜王の峰,竜王の峰;大判山,大判山;竜王の峰,453;454,大判山;竜王の峰,1,summit-candidate:51c8bc6a368c422c,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 2 peaks. Severe peak merging occurred.
yamap_2026-01-25_07_43.gpx,船ヶ迫岳・鎌倉山,船ヶ迫岳・鎌倉山,船ヶ迫岳;鎌倉山,455;456,船ヶ迫岳;鎌倉山,2,summit-candidate:ce7fc6697696cde7;summit-candidate:4a22801b12460992,,,candidate_count_matches_named_peaks,Candidate count (2) matches the number of named peaks in track/title.
yamap_2026-01-31_07_40.gpx,槇ノ山,槇ノ山;遠見山;高森山,高森山;遠見山;高森;高森山;槇ノ山;遠見山;高森山;高森山,3;199;245;390;457;458;459;467,高森山;遠見山;高森;高森山;槇ノ山;遠見山;高森山;高森山,2,summit-candidate:fcfb64bccceb89d4;summit-candidate:f39b40bd0d9b0192,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (8).
yamap_2026-01-31_10_49.gpx,遠見山,遠見山;槇ノ山;高森山,高森山;遠見山;高森;高森山;槇ノ山;遠見山;高森山;高森山,3;199;245;390;457;458;459;467,高森山;遠見山;高森;高森山;槇ノ山;遠見山;高森山;高森山,1,summit-candidate:e55456349660bd14,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 8 peaks. Severe peak merging occurred.
yamap_2026-01-31_13_52.gpx,高森山,高森山;槇ノ山;遠見山,高森山;遠見山;高森;高森山;槇ノ山;遠見山;高森山;高森山,3;199;245;390;457;458;459;467,高森山;遠見山;高森;高森山;槇ノ山;遠見山;高森山;高森山,1,summit-candidate:a9b00b48e0c94eab,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 8 peaks. Severe peak merging occurred.
yamap_2026-02-07_07_21.gpx,牛の峰・尻高峰,牛の峰・尻高峰;鞍掛山,牛の峰;尻高峰;鞍掛山,460;461;462,牛の峰;尻高峰;鞍掛山,2,summit-candidate:6adfa15b8dbd8966;summit-candidate:bd8fda9e743f2008,,,candidate_count_less_than_named_peaks,Under-detection: candidate count (2) is less than named peaks (3).
yamap_2026-02-07_11_17.gpx,鞍掛山,鞍掛山;牛の峰・尻高峰,牛の峰;尻高峰;鞍掛山,460;461;462,牛の峰;尻高峰;鞍掛山,1,summit-candidate:6b19d2116121b615,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 3 peaks. Severe peak merging occurred.
yamap_2026-02-14_08_22.gpx,大畑山,大畑山;飯之山;権現山,権現山;権現山;権現山;権現山;権現山;大畑山;飯之山;権現山;権現山;権現山,14;159;189;198;263;463;464;465;480;494,権現山;権現山;権現山;権現山;権現山;大畑山;飯之山;権現山;権現山;権現山,1,summit-candidate:bb84b00f3a929195,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 10 peaks. Severe peak merging occurred.
yamap_2026-02-14_13_33.gpx,権現山,権現山;大畑山;飯之山,権現山;権現山;権現山;権現山;権現山;大畑山;飯之山;権現山;権現山;権現山,14;159;189;198;263;463;464;465;480;494,権現山;権現山;権現山;権現山;権現山;大畑山;飯之山;権現山;権現山;権現山,1,summit-candidate:6756239601754708,464,飯之山,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 10 peaks. Severe peak merging occurred.
yamap_2026-02-22_06_23.gpx,大森山,大森山;高森山・町木山・寒台山・鎧掛山,高森山;大森山;高森;高森山;大森山;高森山;大森山;高森山;町木山;寒台山;鎧掛山;大森山,3;196;245;390;433;459;466;467;468;469;470;501,高森山;大森山;高森;高森山;大森山;高森山;大森山;高森山;町木山;寒台山;鎧掛山;大森山,1,summit-candidate:b3cf76c035511afe,,,single_candidate_for_multi_peak_track,Only 1 candidate extracted for a track named with 12 peaks. Severe peak merging occurred.
