mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
277,観音山,summit-candidate:13b7a4bb8154974a,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,336.02549564153543,360,23.97,0.7365,2,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"南白水三丁目, 下伊台町, 松山市, 愛媛県, 791-0112, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=観音山(#277); candidate=summit-candidate:13b7a4bb8154974a; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
277,観音山,summit-candidate:2ab43729f5e80cbe,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,376.3033333333333,360,16.3,0.7365,3,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"上伊台町, 松山市, 愛媛県, 790-2648, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=観音山(#277); candidate=summit-candidate:2ab43729f5e80cbe; ref_score=0.7365; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
278,国見山,summit-candidate:2ab43729f5e80cbe,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,376.3033333333333,380,3.7,0.7875,1,1,0,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"上伊台町, 松山市, 愛媛県, 790-2648, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=国見山(#278); candidate=summit-candidate:2ab43729f5e80cbe; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
278,国見山,summit-candidate:3e9348428f22a320,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,385.21553569431927,380,5.22,0.7875,2,2,0.051,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,松山市,,松山市,"東大栗町, 松山市, 愛媛県, 799-2649, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=国見山(#278); candidate=summit-candidate:3e9348428f22a320; ref_score=0.7875; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
278,国見山,summit-candidate:cf29543e6beaa1ec,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,365.7180112898549,380,14.28,0.7365,3,3,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"東大栗町, 松山市, 愛媛県, 799-2649, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=国見山(#278); candidate=summit-candidate:cf29543e6beaa1ec; ref_score=0.7365; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
279,城山,summit-candidate:1432f597b5dca157,yamap_2023-01-28_14_27.gpx,古城山・尾崎山,253.17333333333332,244,9.17,0.7875,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"東大栗町, 松山市, 愛媛県, 799-2649, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=城山(#279); candidate=summit-candidate:1432f597b5dca157; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
279,城山,summit-candidate:d19542a61a416537,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,249.26694835004648,244,5.27,0.7875,2,1,0.051,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,松山市,,松山市,"白水台三丁目, 松山市, 愛媛県, 791-0112, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=城山(#279); candidate=summit-candidate:d19542a61a416537; ref_score=0.7875; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
279,城山,summit-candidate:0022a746b396d4c7,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,264.2867991594412,244,20.29,0.7365,3,1,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"白水台三丁目, 松山市, 愛媛県, 791-0112, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=城山(#279); candidate=summit-candidate:0022a746b396d4c7; ref_score=0.7365; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
280,御勧請山,summit-candidate:13b7a4bb8154974a,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,336.02549564153543,327,9.03,0.7875,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"南白水三丁目, 下伊台町, 松山市, 愛媛県, 791-0112, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=御勧請山(#280); candidate=summit-candidate:13b7a4bb8154974a; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
280,御勧請山,summit-candidate:3a491eecbf684185,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,332.31718344424,327,5.32,0.7875,2,2,0.102,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,松山市,,松山市,"東大栗町, 松山市, 愛媛県, 799-2649, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=御勧請山(#280); candidate=summit-candidate:3a491eecbf684185; ref_score=0.7875; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
280,御勧請山,summit-candidate:2ab43729f5e80cbe,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,376.3033333333333,327,49.3,0.6855,3,5,0,false,false,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"上伊台町, 松山市, 愛媛県, 790-2648, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=御勧請山(#280); candidate=summit-candidate:2ab43729f5e80cbe; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
281,トギ,summit-candidate:e75e04c2fbe61c2f,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,391.45205218380346,391,0.45,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町須沢, 大洲市, 愛媛県, 799-3452, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=トギ(#281); candidate=summit-candidate:e75e04c2fbe61c2f; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
281,トギ,summit-candidate:3c28b6ebd5a97155,yamap_2024-03-16_13_58.gpx,斎藤山,472.13310176947385,391,81.13,0.6345,2,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町穂積, 大洲市, 愛媛県, 799-3499, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_candidate_for_multiple_mountains,shared_candidate,mountain=トギ(#281); candidate=summit-candidate:3c28b6ebd5a97155; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
281,トギ,summit-candidate:b49681fa67b2b53e,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,477.8922286451063,391,86.89,0.6345,3,3,0.1445,false,true,medium,medium,low,low_priority,exact_municipality_match,大洲市,,大洲市,"豊茂, 大洲市, 愛媛県, 799-3464, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=トギ(#281); candidate=summit-candidate:b49681fa67b2b53e; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
282,張木山,summit-candidate:3c28b6ebd5a97155,yamap_2024-03-16_13_58.gpx,斎藤山,472.13310176947385,468,4.13,0.7875,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町穂積, 大洲市, 愛媛県, 799-3499, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=張木山(#282); candidate=summit-candidate:3c28b6ebd5a97155; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
282,張木山,summit-candidate:b49681fa67b2b53e,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,477.8922286451063,468,9.89,0.7875,2,1,0.153,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,大洲市,,大洲市,"豊茂, 大洲市, 愛媛県, 799-3464, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,small_score_gap,mountain=張木山(#282); candidate=summit-candidate:b49681fa67b2b53e; ref_score=0.7875; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
282,張木山,summit-candidate:e75e04c2fbe61c2f,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,391.45205218380346,468,76.55,0.6345,3,3,0.1445,false,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町須沢, 大洲市, 愛媛県, 799-3452, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_candidate_for_multiple_mountains,shared_candidate,mountain=張木山(#282); candidate=summit-candidate:e75e04c2fbe61c2f; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
283,高手山,summit-candidate:e75e04c2fbe61c2f,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,391.45205218380346,381,10.45,0.7365,1,2,0.102,false,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町須沢, 大洲市, 愛媛県, 799-3452, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=高手山(#283); candidate=summit-candidate:e75e04c2fbe61c2f; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
283,高手山,summit-candidate:3c28b6ebd5a97155,yamap_2024-03-16_13_58.gpx,斎藤山,472.13310176947385,381,91.13,0.6345,2,4,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町穂積, 大洲市, 愛媛県, 799-3499, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_candidate_for_multiple_mountains,shared_candidate,mountain=高手山(#283); candidate=summit-candidate:3c28b6ebd5a97155; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
283,高手山,summit-candidate:b49681fa67b2b53e,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,477.8922286451063,381,96.89,0.6345,3,4,0.1445,false,false,medium,medium,low,low_priority,exact_municipality_match,大洲市,,大洲市,"豊茂, 大洲市, 愛媛県, 799-3464, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,low_priority_alternative,mountain=高手山(#283); candidate=summit-candidate:b49681fa67b2b53e; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
284,斎藤山,summit-candidate:3c28b6ebd5a97155,yamap_2024-03-16_13_58.gpx,斎藤山,472.13310176947385,459,13.13,0.7365,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町穂積, 大洲市, 愛媛県, 799-3499, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=斎藤山(#284); candidate=summit-candidate:3c28b6ebd5a97155; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
284,斎藤山,summit-candidate:b49681fa67b2b53e,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,477.8922286451063,459,18.89,0.7365,2,2,0.102,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,大洲市,,大洲市,"豊茂, 大洲市, 愛媛県, 799-3464, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_3_with_evidence,small_score_gap,mountain=斎藤山(#284); candidate=summit-candidate:b49681fa67b2b53e; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
284,斎藤山,summit-candidate:e75e04c2fbe61c2f,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,391.45205218380346,459,67.55,0.6345,3,4,0.1445,false,false,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"長浜町須沢, 大洲市, 愛媛県, 799-3452, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|activity_link_ambiguous,top_candidate_for_multiple_mountains,shared_candidate,mountain=斎藤山(#284); candidate=summit-candidate:e75e04c2fbe61c2f; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
285,御祝山,summit-candidate:9186201ca03b041d,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1160.4399999999998,999,161.44,0.6345,1,6,0.1795,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松野町,,松野町,"松野町, 北宇和郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=御祝山(#285); candidate=summit-candidate:9186201ca03b041d; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
285,御祝山,summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1201.04,999,202.04,0.455,2,6,0.1445,false,false,low,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=御祝山(#285); candidate=summit-candidate:12c27f259b66de80; ref_score=0.455; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
285,御祝山,summit-candidate:19ab381ef6c337af,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,993.1336935716172,999,5.87,0.3105,3,16,0,false,false,low,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"大洲市, 愛媛県, 797-1608, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning|activity_link_ambiguous,strong_evidence_with_mismatch,location_mismatch_warning,mountain=御祝山(#285); candidate=summit-candidate:19ab381ef6c337af; ref_score=0.3105; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
286,横ノ森,summit-candidate:9186201ca03b041d,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1160.4399999999998,1200,39.56,0.6855,1,5,0.0775,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松野町,,松野町,"松野町, 北宇和郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=横ノ森(#286); candidate=summit-candidate:9186201ca03b041d; ref_score=0.6855; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
286,横ノ森,summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1201.04,1200,1.04,0.608,2,1,0.051,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=横ノ森(#286); candidate=summit-candidate:12c27f259b66de80; ref_score=0.608; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
286,横ノ森,summit-candidate:babbcdf7bbd23463,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,1222.4936499541386,1200,22.49,0.557,3,6,0.051,false,false,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=横ノ森(#286); candidate=summit-candidate:babbcdf7bbd23463; ref_score=0.557; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
287,小屋ヶ森,summit-candidate:9186201ca03b041d,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1160.4399999999998,1184,23.56,0.7365,1,3,0.1795,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松野町,,松野町,"松野町, 北宇和郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=小屋ヶ森(#287); candidate=summit-candidate:9186201ca03b041d; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
287,小屋ヶ森,summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1201.04,1184,17.04,0.557,2,2,0,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=小屋ヶ森(#287); candidate=summit-candidate:12c27f259b66de80; ref_score=0.557; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
287,小屋ヶ森,summit-candidate:27c1036d4aa2230e,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,1167.5519282683324,1184,16.45,0.557,3,6,0,false,false,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=小屋ヶ森(#287); candidate=summit-candidate:27c1036d4aa2230e; ref_score=0.557; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
288,串ヶ森,summit-candidate:9186201ca03b041d,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1160.4399999999998,1160,0.44,0.7875,1,1,0.2815,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松野町,,松野町,"松野町, 北宇和郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=串ヶ森(#288); candidate=summit-candidate:9186201ca03b041d; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
288,串ヶ森,summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1201.04,1160,41.04,0.506,2,4,0.1955,false,false,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=串ヶ森(#288); candidate=summit-candidate:12c27f259b66de80; ref_score=0.506; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
288,串ヶ森,summit-candidate:0a89128346167f6e,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1158.3666666666668,1160,1.63,0.3105,3,10,0,false,false,low,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"ササミネ林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=串ヶ森(#288); candidate=summit-candidate:0a89128346167f6e; ref_score=0.3105; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
289,目黒鳥屋,summit-candidate:9186201ca03b041d,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1160.4399999999998,1157,3.44,0.7875,1,2,0.2815,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松野町,,松野町,"松野町, 北宇和郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=目黒鳥屋(#289); candidate=summit-candidate:9186201ca03b041d; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
289,目黒鳥屋,summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1201.04,1157,44.04,0.506,2,5,0.1955,false,false,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=目黒鳥屋(#289); candidate=summit-candidate:12c27f259b66de80; ref_score=0.506; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
289,目黒鳥屋,summit-candidate:0a89128346167f6e,yamap_2024-04-07_06_45.gpx,二箆山・西雑誌山,1158.3666666666668,1157,1.37,0.3105,3,11,0,false,false,low,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"ササミネ林道, 久万高原町, 上浮穴郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=目黒鳥屋(#289); candidate=summit-candidate:0a89128346167f6e; ref_score=0.3105; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
290,長尾森,summit-candidate:9186201ca03b041d,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1160.4399999999998,1180,19.56,0.7365,1,4,0.1795,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松野町,,松野町,"松野町, 北宇和郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=長尾森(#290); candidate=summit-candidate:9186201ca03b041d; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
290,長尾森,summit-candidate:12c27f259b66de80,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,1201.04,1180,21.04,0.557,2,3,0.2465,false,true,medium,high,high,check_location_warning,boundary_tolerated_mismatch,松野町,,,"宇和島市, 愛媛県, 798-8601, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,location_mismatch_warning,mountain=長尾森(#290); candidate=summit-candidate:12c27f259b66de80; ref_score=0.557; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
